dataset,domain,method,seed,role,status,expected_images,completed_images,completed_visualizations,evidence,manifest,collected_at
RSAR,point_target,IRG,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.375232+00:00
RSAR,point_target,IRG,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.375535+00:00
RSAR,point_target,LPLD,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.375796+00:00
RSAR,point_target,LPLD,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.376017+00:00
RSAR,point_target,SFUT,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.376241+00:00
RSAR,point_target,SFUT,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.376512+00:00
RSAR,point_target,SFYOLO,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.376773+00:00
RSAR,point_target,SFYOLO,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/point_target/seed_43/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.377030+00:00
RSAR,smart_suppression,AASFOD,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.377251+00:00
RSAR,smart_suppression,AASFOD,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.377540+00:00
RSAR,smart_suppression,IRG,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.377848+00:00
RSAR,smart_suppression,IRG,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.378123+00:00
RSAR,smart_suppression,LPLD,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.378383+00:00
RSAR,smart_suppression,LPLD,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.378655+00:00
RSAR,smart_suppression,SFUT,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.378954+00:00
RSAR,smart_suppression,SFUT,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.379216+00:00
RSAR,smart_suppression,SFYOLO,43,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.379501+00:00
RSAR,smart_suppression,SFYOLO,43,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/smart_suppression/seed_43/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.379786+00:00
DIOR,brightness,AASFOD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.380089+00:00
DIOR,brightness,AASFOD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.380377+00:00
DIOR,brightness,IRG,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.380677+00:00
DIOR,brightness,IRG,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.380930+00:00
DIOR,brightness,LPLD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.381222+00:00
DIOR,brightness,LPLD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.381467+00:00
DIOR,brightness,SFUT,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.381714+00:00
DIOR,brightness,SFUT,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.381970+00:00
DIOR,brightness,SFYOLO,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.382251+00:00
DIOR,brightness,SFYOLO,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/brightness/seed_44/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.382631+00:00
DIOR,clean,AASFOD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.382891+00:00
DIOR,clean,AASFOD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.383243+00:00
DIOR,clean,IRG,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.383535+00:00
DIOR,clean,IRG,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.383792+00:00
DIOR,clean,LPLD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.384054+00:00
DIOR,clean,LPLD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.384339+00:00
DIOR,clean,SFUT,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.384629+00:00
DIOR,clean,SFUT,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.384963+00:00
DIOR,clean,SFYOLO,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.385249+00:00
DIOR,clean,SFYOLO,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/clean/seed_44/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.385574+00:00
DIOR,cloudy,AASFOD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.385833+00:00
DIOR,cloudy,AASFOD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.386080+00:00
DIOR,cloudy,IRG,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.386315+00:00
DIOR,cloudy,IRG,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.386635+00:00
DIOR,cloudy,LPLD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.386855+00:00
DIOR,cloudy,LPLD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.387110+00:00
DIOR,cloudy,SFUT,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.387384+00:00
DIOR,cloudy,SFUT,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.387655+00:00
DIOR,cloudy,SFYOLO,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.387907+00:00
DIOR,cloudy,SFYOLO,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/cloudy/seed_44/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.388208+00:00
DIOR,contrast,AASFOD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.388494+00:00
DIOR,contrast,AASFOD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.388763+00:00
DIOR,contrast,IRG,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.389074+00:00
DIOR,contrast,IRG,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.389433+00:00
DIOR,contrast,LPLD,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.389912+00:00
DIOR,contrast,LPLD,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.390216+00:00
DIOR,contrast,SFUT,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.390503+00:00
DIOR,contrast,SFUT,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.390781+00:00
DIOR,contrast,SFYOLO,44,ema,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.391064+00:00
DIOR,contrast,SFYOLO,44,student,missing_export,11738,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/DIOR/contrast/seed_44/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.391265+00:00
RSAR,am_noise_horizontal,AASFOD,44,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.391558+00:00
RSAR,am_noise_horizontal,AASFOD,44,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/AASFOD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.391826+00:00
RSAR,am_noise_horizontal,IRG,44,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/IRG/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.392303+00:00
RSAR,am_noise_horizontal,IRG,44,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/IRG/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.392591+00:00
RSAR,am_noise_horizontal,LPLD,44,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/LPLD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.392846+00:00
RSAR,am_noise_horizontal,LPLD,44,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/LPLD/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.393101+00:00
RSAR,am_noise_horizontal,SFUT,44,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/SFUT/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.393345+00:00
RSAR,am_noise_horizontal,SFUT,44,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/SFUT/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.393631+00:00
RSAR,am_noise_horizontal,SFYOLO,44,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/SFYOLO/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.393880+00:00
RSAR,am_noise_horizontal,SFYOLO,44,student,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_horizontal/seed_44/SFYOLO/student,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.394174+00:00
RSAR,am_noise_vertical,AASFOD,44,ema,missing_export,8538,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi/RSAR/am_noise_vertical/seed_44/AASFOD/ema,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/qualitative_manifests_b87f34e/roi_jobs.json,2026-09-12T02:08:19.394398+00:00
